TargetKey,MonthStartDateKey,SalespersonKey,RegionKey,TargetSales,TargetProfit,TargetOrders
113,20230501,3,1,69562.48,20330.26,42
114,20230601,3,1,60129.82,14874.54,44
115,20230701,3,1,62760.14,14114.63,42
116,20230801,3,1,63820.73,15421.57,46
117,20230901,3,1,68343.41,18927.63,41
118,20231001,3,1,64513.25,13472.21,48
119,20231101,3,1,74574.2,20865.48,68
120,20231201,3,1,76448.04,16911.2,53
121,20240101,3,1,67939.06,15814.71,39
122,20240201,3,1,66632.1,14540.82,48
123,20240301,3,1,60402.77,15288.09,54
124,20240401,3,1,68532.38,17183.97,73
125,20240501,3,1,61528.12,16919.9,67
126,20240601,3,1,64959.41,18279.38,43
127,20240701,3,1,55590.1,13441.09,31
128,20240801,3,1,58038.0,13098.67,38
129,20240901,3,1,68868.18,20258.28,52
130,20241001,3,1,63827.03,13438.75,70
131,20241101,3,1,87286.0,21141.1,58
132,20241201,3,1,72204.65,18712.97,56
133,20250101,3,1,60786.44,13002.37,36
134,20250201,3,1,58898.16,13850.0,44
135,20250301,3,1,69102.16,15978.29,63
136,20250401,3,1,69827.85,14296.29,66
137,20250501,3,1,67775.12,16953.22,72
138,20250601,3,1,72752.0,14681.46,52
139,20250701,3,1,56609.19,12197.41,40
140,20250801,3,1,54116.58,15580.67,43
141,20250901,3,1,61038.88,17910.1,36
142,20251001,3,1,59549.63,16003.49,49
143,20251101,3,1,75432.37,16874.74,44
144,20251201,3,1,72530.9,17689.02,63
145,20220101,4,1,67066.09,16674.93,42
146,20220201,4,1,61199.06,18157.79,60
147,20220301,4,1,60946.02,14355.07,40
148,20220401,4,1,71300.85,15988.18,41
149,20220501,4,1,60329.58,17522.81,49
150,20220601,4,1,63705.79,14487.74,43
151,20220701,4,1,54264.02,12872.72,41
152,20220801,4,1,59821.04,12590.99,41
153,20220901,4,1,66192.02,17671.26,46
154,20221001,4,1,63253.17,15376.43,50
155,20221101,4,1,85583.02,18017.94,77
156,20221201,4,1,71425.5,18285.41,64
157,20230101,4,1,71055.67,18726.42,61
158,20230201,4,1,68964.03,14560.73,47
159,20230301,4,1,71756.02,18321.76,67
160,20230401,4,1,60453.21,16680.46,34
161,20230501,4,1,62293.05,14243.61,43
162,20230601,4,1,72301.58,18286.79,57
163,20230701,4,1,52029.9,14530.53,29
164,20230801,4,1,54855.56,11533.89,53
165,20230901,4,1,58768.34,16170.32,41
166,20231001,4,1,71238.32,17932.03,44
167,20231101,4,1,71080.83,19049.89,40
168,20231201,4,1,81122.35,19969.9,52
169,20240101,4,1,70231.85,19066.69,75
170,20240201,4,1,62031.38,13936.48,51
171,20240301,4,1,59275.78,16878.14,34
172,20240401,4,1,68153.04,15680.3,42
173,20240501,4,1,69369.8,18998.97,50
174,20240601,4,1,66911.47,17128.83,38
175,20240701,4,1,54070.13,12027.05,36
176,20240801,4,1,58561.09,16750.53,64
177,20240901,4,1,64451.02,17062.76,54
178,20241001,4,1,64033.33,18715.48,60
179,20241101,4,1,70205.81,14719.51,68
180,20241201,4,1,70556.42,20696.68,40
181,20250101,4,1,59852.43,13781.12,50
182,20250201,4,1,67121.17,17676.16,47
183,20250301,4,1,72263.95,16082.43,53
184,20250401,4,1,65538.02,18259.89,60
185,20250501,4,1,66829.41,16180.6,49
186,20250601,4,1,61128.66,15418.55,35
187,20250701,4,1,56065.74,13956.42,46
188,20250801,4,1,55525.77,12085.81,33
189,20250901,4,1,66127.45,15012.38,50
190,20251001,4,1,59401.14,12021.98,41
191,20251101,4,1,83350.47,23337.65,80
192,20251201,4,1,80459.15,17326.7,83
193,20220101,5,1,61683.52,12715.83,52
194,20220201,5,1,61486.46,15734.23,52
195,20220301,5,1,63013.62,14562.53,61
196,20220401,5,1,67960.89,18363.38,40
197,20220501,5,1,58624.48,17009.12,42
198,20220601,5,1,68838.56,14502.51,47
199,20220701,5,1,51821.25,10729.62,29
200,20220801,5,1,57622.34,15675.6,33
201,20220901,5,1,70938.52,17493.24,73
202,20221001,5,1,62376.56,12863.45,41
203,20221101,5,1,83284.82,18860.64,48
204,20221201,5,1,73407.86,15104.55,40
205,20230101,5,1,62731.0,16843.35,62
206,20230201,5,1,71328.0,19792.68,71
207,20230301,5,1,59369.85,14607.96,60
208,20230401,5,1,58774.93,16406.5,60
209,20230501,5,1,66413.07,17146.08,49
210,20230601,5,1,71815.21,18182.69,41
211,20230701,5,1,62979.09,18430.87,44
212,20230801,5,1,52858.92,12565.65,33
213,20230901,5,1,62957.88,17111.63,40
214,20231001,5,1,60781.95,16819.63,50
215,20231101,5,1,85102.8,23736.74,51
216,20231201,5,1,73632.47,19648.81,50
217,20240101,5,1,59482.69,12543.5,37
218,20240201,5,1,59683.41,14210.37,36
219,20240301,5,1,64208.15,17553.41,54
220,20240401,5,1,67715.7,16449.97,44
221,20240501,5,1,58795.93,15971.93,42
222,20240601,5,1,70080.83,18730.45,42
223,20240701,5,1,59408.89,12016.93,38
224,20240801,5,1,60700.02,15265.06,39
225,20240901,5,1,64238.91,15347.93,36
226,20241001,5,1,70016.12,16869.1,75
227,20241101,5,1,86010.45,17486.83,68
228,20241201,5,1,78625.14,22880.89,82
229,20250101,5,1,72108.1,19937.65,78
230,20250201,5,1,69850.29,20876.98,52
231,20250301,5,1,72654.81,19828.57,43
232,20250401,5,1,65233.52,16651.25,45
233,20250501,5,1,65857.94,18019.23,49
234,20250601,5,1,64985.21,15903.2,42
235,20250701,5,1,51819.71,13990.57,38
236,20250801,5,1,53474.71,12736.97,52
237,20250901,5,1,65814.66,18360.25,39
238,20251001,5,1,62275.17,12859.08,42
239,20251101,5,1,77766.83,21030.89,55
240,20251201,5,1,84106.26,22248.88,55
241,20220101,6,1,63705.65,17313.0,45
242,20220201,6,1,71819.72,15391.92,43
243,20220301,6,1,58910.18,17575.27,52
244,20220401,6,1,64778.65,13840.04,40
245,20220501,6,1,70239.46,18583.85,54
246,20220601,6,1,68032.06,19515.1,72
247,20220701,6,1,54123.6,16087.78,45
248,20220801,6,1,54541.82,13328.64,31
249,20220901,6,1,59425.04,17408.41,65
250,20221001,6,1,63329.08,13655.66,41
251,20221101,6,1,87199.32,24048.36,50
252,20221201,6,1,86693.77,18155.89,60
253,20230101,6,1,71781.2,15660.75,51
254,20230201,6,1,70745.74,21185.19,52
255,20230301,6,1,70975.04,19020.27,55
256,20230401,6,1,71493.87,15946.45,72
257,20230501,6,1,65419.9,18722.15,60
258,20230601,6,1,62418.23,15442.82,52
259,20230701,6,1,54187.02,15826.6,31
260,20230801,6,1,55113.71,16369.03,47
261,20230901,6,1,62872.98,17730.99,39
262,20231001,6,1,67394.2,15040.47,53
263,20231101,6,1,79163.25,19559.92,81
264,20231201,6,1,74978.67,15445.47,53
265,20240101,6,1,69548.67,16314.8,57
266,20240201,6,1,70807.51,14618.53,42
267,20240301,6,1,65604.22,13612.56,43
268,20240401,6,1,59499.3,15300.17,39
269,20240501,6,1,64384.49,18236.68,48
270,20240601,6,1,62690.28,12625.14,57
271,20240701,6,1,53645.62,12900.82,48
272,20240801,6,1,56917.22,17031.77,37
273,20240901,6,1,62884.9,17523.51,42
274,20241001,6,1,69584.52,16538.45,74
275,20241101,6,1,72703.69,17565.46,53
276,20241201,6,1,81078.34,18074.72,61
277,20250101,6,1,66167.73,15819.33,54
278,20250201,6,1,65287.55,13461.97,40
279,20250301,6,1,62032.12,14690.21,62
280,20250401,6,1,63121.66,15276.56,44
281,20250501,6,1,63123.57,18861.34,37
282,20250601,6,1,69938.9,16375.45,47
283,20250701,6,1,57003.86,13265.93,59
284,20250801,6,1,61846.95,18275.19,40
285,20250901,6,1,61687.52,16947.49,44
286,20251001,6,1,69514.67,18469.33,39
287,20251101,6,1,77954.14,17141.69,44
288,20251201,6,1,79809.57,21148.38,87
289,20220101,7,1,72332.81,20697.27,57
290,20220201,7,1,60440.41,16448.54,37
291,20220301,7,1,70226.17,18009.65,48
292,20220401,7,1,63473.3,16947.8,36
293,20220501,7,1,71857.31,17048.99,54
294,20220601,7,1,71572.33,19865.28,69
295,20220701,7,1,51964.64,10988.29,32
296,20220801,7,1,57343.01,15035.69,37
297,20220901,7,1,70519.04,16151.66,52
298,20221001,7,1,70991.18,15981.96,58
299,20221101,7,1,86851.66,22820.14,82
300,20221201,7,1,76209.54,17893.5,61
301,20230101,7,1,68730.86,16921.43,75
302,20230201,7,1,71196.38,18894.34,75
303,20230301,7,1,70443.28,19771.13,68
304,20230401,7,1,71312.49,21227.86,45
305,20230501,7,1,72690.53,15551.74,43
306,20230601,7,1,58912.25,13369.8,47
307,20230701,7,1,52002.99,11889.49,38
308,20230801,7,1,54274.26,13574.64,33
309,20230901,7,1,62695.66,16837.57,59
310,20231001,7,1,68831.34,19462.24,68
311,20231101,7,1,76740.22,18133.27,57
312,20231201,7,1,70494.9,17320.73,55
313,20240101,7,1,69674.3,20148.13,48
314,20240201,7,1,66812.51,18553.03,64
315,20240301,7,1,71818.9,19801.05,46
316,20240401,7,1,60988.63,14560.27,59
317,20240501,7,1,63850.17,16668.67,63
318,20240601,7,1,71176.55,16886.45,61
319,20240701,7,1,55463.41,12713.61,34
320,20240801,7,1,62777.23,13176.25,39
321,20240901,7,1,59704.34,14709.12,63
322,20241001,7,1,63793.41,17055.54,52
323,20241101,7,1,86281.54,17632.41,71
324,20241201,7,1,86167.0,23577.87,75
325,20250101,7,1,60338.41,13019.0,56
326,20250201,7,1,68121.78,17029.17,38
327,20250301,7,1,66816.91,14904.2,47
328,20250401,7,1,67010.39,19989.95,65
329,20250501,7,1,59045.68,12183.44,63
330,20250601,7,1,70029.15,18383.48,45
331,20250701,7,1,57320.81,14542.5,57
332,20250801,7,1,58236.99,16218.23,63
333,20250901,7,1,60723.77,13803.11,42
334,20251001,7,1,69617.24,19650.48,48
335,20251101,7,1,79975.04,19007.08,73
336,20251201,7,1,75663.2,16734.82,73
337,20220101,8,1,59585.54,17808.14,47
338,20220201,8,1,72062.24,16498.87,40
339,20220301,8,1,61183.01,12898.9,41
340,20220401,8,1,71898.61,19759.58,73
341,20220501,8,1,72393.02,18577.25,76
342,20220601,8,1,61179.02,13068.73,35
343,20220701,8,1,55653.51,15732.99,36
344,20220801,8,1,63920.3,14850.4,66
345,20220901,8,1,69186.14,14759.27,67
346,20221001,8,1,70317.3,18084.33,41
347,20221101,8,1,77674.89,19593.13,82
348,20221201,8,1,74828.42,21980.34,49
349,20230101,8,1,70803.41,15662.07,41
350,20230201,8,1,60829.79,15317.68,53
351,20230301,8,1,67170.25,18639.35,54
352,20230401,8,1,59897.71,16099.66,33
353,20230501,8,1,66190.96,13837.5,51
354,20230601,8,1,70901.29,18775.8,73
355,20230701,8,1,62230.18,17161.47,58
356,20230801,8,1,61302.79,12900.51,37
357,20230901,8,1,69195.31,19434.22,40
358,20231001,8,1,62612.19,14119.43,35
359,20231101,8,1,83448.65,20246.6,73
360,20231201,8,1,77076.19,19509.9,67
361,20240101,8,1,66444.24,18807.81,61
362,20240201,8,1,72021.39,21072.53,61
363,20240301,8,1,60048.74,16631.3,39
364,20240401,8,1,61833.89,18460.22,40
365,20240501,8,1,71659.37,18602.08,48
366,20240601,8,1,63617.68,18600.54,55
367,20240701,8,1,59245.12,16779.9,58
368,20240801,8,1,54126.47,14500.4,42
369,20240901,8,1,62234.61,14697.79,59
370,20241001,8,1,64868.37,14922.93,40
371,20241101,8,1,79387.69,19452.33,58
372,20241201,8,1,72489.21,17306.51,51
373,20250101,8,1,72434.88,20195.8,41
374,20250201,8,1,62249.06,18662.43,39
375,20250301,8,1,61965.04,12681.38,36
376,20250401,8,1,62288.61,17722.25,47
377,20250501,8,1,64760.65,14822.87,61
378,20250601,8,1,65152.75,13673.0,48
379,20250701,8,1,58864.54,15854.32,51
380,20250801,8,1,58259.52,11677.63,35
381,20250901,8,1,59486.06,13665.64,64
382,20251001,8,1,61065.28,13487.73,36
383,20251101,8,1,77752.37,22186.49,71
384,20251201,8,1,85225.22,24329.41,92
385,20220101,9,1,69005.13,15479.03,68
386,20220201,9,1,71526.7,18241.59,47
387,20220301,9,1,64407.26,13611.08,47
388,20220401,9,1,68403.48,14143.55,41
389,20220501,9,1,69817.4,18194.85,39
390,20220601,9,1,62627.78,15924.38,58
391,20220701,9,1,62731.37,15557.7,62
392,20220801,9,1,58280.72,13112.4,37
393,20220901,9,1,62603.93,18531.36,51
394,20221001,9,1,64170.46,17753.21,65
395,20221101,9,1,79829.19,16813.78,46
396,20221201,9,1,73276.48,18199.72,47
397,20230101,9,1,72494.26,15389.15,42
398,20230201,9,1,60510.51,17912.47,48
399,20230301,9,1,58659.49,17463.28,32
400,20230401,9,1,66808.87,18975.63,41
401,20230501,9,1,67050.11,18890.84,45
402,20230601,9,1,60048.69,14111.34,37
403,20230701,9,1,57918.63,13919.56,50
404,20230801,9,1,53441.41,12782.62,32
405,20230901,9,1,66642.2,13433.87,62
406,20231001,9,1,65502.9,14749.88,42
407,20231101,9,1,85568.5,19130.4,59
408,20231201,9,1,80882.94,22165.08,80
409,20240101,9,1,69598.82,19409.41,56
410,20240201,9,1,62657.02,13817.2,61
411,20240301,9,1,68260.23,19328.64,44
412,20240401,9,1,64208.48,16723.13,52
413,20240501,9,1,63772.34,16376.11,44
414,20240601,9,1,62672.49,14535.99,61
415,20240701,9,1,58444.7,16512.59,41
416,20240801,9,1,54327.78,11575.67,37
417,20240901,9,1,63815.17,18572.34,44
418,20241001,9,1,71523.47,16598.23,59
419,20241101,9,1,73039.61,19791.37,49
420,20241201,9,1,79437.1,16330.89,57
421,20250101,9,1,60133.62,15635.78,51
422,20250201,9,1,67304.51,19638.67,50
423,20250301,9,1,66496.98,17806.49,56
424,20250401,9,1,63073.29,15047.37,58
425,20250501,9,1,58986.03,12278.62,65
426,20250601,9,1,60862.56,16447.62,39
427,20250701,9,1,61338.78,15421.17,52
428,20250801,9,1,61729.28,14450.4,38
429,20250901,9,1,62803.55,17659.1,58
430,20251001,9,1,60918.82,14999.88,42
431,20251101,9,1,83918.03,20960.16,56
432,20251201,9,1,84402.51,23269.03,56
433,20220101,10,1,59917.06,11989.85,51
434,20220201,10,1,58925.12,14837.81,60
435,20220301,10,1,66421.86,19066.61,51
436,20220401,10,1,59050.79,17163.94,35
437,20220501,10,1,69492.41,14274.04,54
438,20220601,10,1,66920.98,13655.34,55
439,20220701,10,1,58555.08,11956.47,34
440,20220801,10,1,62449.01,16384.74,45
441,20220901,10,1,63721.77,16761.03,67
442,20221001,10,1,59679.69,14958.38,53
443,20221101,10,1,83761.83,18200.37,51
444,20221201,10,1,71691.11,19770.94,47
445,20230101,10,1,59125.14,17635.9,46
446,20230201,10,1,58975.12,15945.41,34
447,20230301,10,1,68249.84,16670.17,54
448,20230401,10,1,68592.47,15971.48,53
449,20230501,10,1,61436.09,18136.76,63
450,20230601,10,1,59264.28,14630.19,59
451,20230701,10,1,60640.5,12750.82,38
452,20230801,10,1,59571.58,15376.37,52
453,20230901,10,1,58962.82,11851.54,55
454,20231001,10,1,67584.94,14660.54,44
455,20231101,10,1,83035.7,20128.8,91
456,20231201,10,1,71528.9,19360.94,60
457,20240101,10,1,71810.94,18932.19,55
458,20240201,10,1,61243.43,16293.14,48
459,20240301,10,1,64648.05,18536.89,38
460,20240401,10,1,68269.36,19455.39,69
461,20240501,10,1,65416.95,16375.39,47
462,20240601,10,1,64073.08,17503.55,57
463,20240701,10,1,54397.66,14274.94,56
464,20240801,10,1,55331.63,15865.34,33
465,20240901,10,1,70589.41,19358.32,57
466,20241001,10,1,59641.59,15258.78,45
467,20241101,10,1,76198.92,18063.81,58
468,20241201,10,1,74497.07,20566.21,53
469,20250101,10,1,71364.5,17357.21,64
470,20250201,10,1,62848.52,16512.51,50
471,20250301,10,1,69376.37,18366.66,40
472,20250401,10,1,64854.05,14332.55,53
473,20250501,10,1,68596.91,15630.87,49
474,20250601,10,1,70165.07,15053.7,47
475,20250701,10,1,62473.36,15254.15,50
476,20250801,10,1,55930.89,11270.98,39
477,20250901,10,1,61505.05,16711.65,61
478,20251001,10,1,65482.04,13378.77,36
479,20251101,10,1,73130.14,18419.19,42
480,20251201,10,1,82049.03,20031.98,46
481,20220101,11,2,142039.05,37388.41,92
482,20220201,11,2,156102.54,45383.51,97
483,20220301,11,2,133774.59,37137.95,76
484,20220401,11,2,155227.02,31475.93,92
485,20220501,11,2,139111.96,30327.98,133
486,20220601,11,2,141595.71,40000.43,85
487,20220701,11,2,114350.09,32326.45,81
488,20220801,11,2,120421.5,33275.7,71
489,20220901,11,2,139532.7,36869.21,101
490,20221001,11,2,128001.14,33308.16,97
491,20221101,11,2,176068.42,49484.7,106
492,20221201,11,2,187887.46,51052.15,122
493,20230101,11,2,144581.09,33125.59,154
494,20230201,11,2,131897.73,36888.98,86
495,20230301,11,2,139296.34,33222.77,82
496,20230401,11,2,138646.14,31402.27,118
497,20230501,11,2,144979.64,40011.45,133
498,20230601,11,2,152959.06,36284.46,167
499,20230701,11,2,137891.95,34172.76,112
500,20230801,11,2,117401.35,28193.35,68
501,20230901,11,2,137867.64,39235.78,98
502,20231001,11,2,144559.45,42714.4,105
503,20231101,11,2,187392.01,44319.14,159
504,20231201,11,2,161363.51,35904.77,134
505,20240101,11,2,127155.2,28222.07,116
506,20240201,11,2,127057.41,34344.28,88
507,20240301,11,2,127288.2,37496.47,105
508,20240401,11,2,147281.47,35908.58,110
509,20240501,11,2,151590.68,41463.23,93
510,20240601,11,2,139938.08,32644.55,83
511,20240701,11,2,128019.83,30533.42,141
512,20240801,11,2,123802.06,28134.39,122
513,20240901,11,2,143190.69,38671.56,86
514,20241001,11,2,129123.43,26225.48,76
515,20241101,11,2,172105.73,36722.64,172
516,20241201,11,2,162196.93,37511.57,103
517,20250101,11,2,150903.57,43023.33,159
518,20250201,11,2,143506.95,42733.48,112
519,20250301,11,2,152862.24,39061.72,146
520,20250401,11,2,131900.78,37082.24,77
521,20250501,11,2,136177.56,34847.69,106
522,20250601,11,2,132697.8,28696.51,91
523,20250701,11,2,118933.46,30355.74,119
524,20250801,11,2,112413.54,30092.99,95
525,20250901,11,2,152610.91,44221.73,110
526,20251001,11,2,147561.66,33122.21,83
527,20251101,11,2,155341.69,45685.0,122
528,20251201,11,2,178821.25,40456.94,140
529,20220101,12,2,72696.04,20320.26,41
530,20220201,12,2,60769.79,14970.21,37
531,20220301,12,2,66062.54,18963.24,43
532,20220401,12,2,63316.4,15293.46,47
533,20220501,12,2,66634.04,18713.52,42
534,20220601,12,2,61701.94,14363.04,39
535,20220701,12,2,56570.36,12983.56,35
536,20220801,12,2,51562.43,14248.5,53
537,20220901,12,2,71510.24,15058.1,40
538,20221001,12,2,68566.2,18363.4,50
539,20221101,12,2,77624.72,23133.76,56
540,20221201,12,2,73110.07,16407.93,61
541,20230101,12,2,60234.54,12785.59,62
542,20230201,12,2,71217.43,20665.6,60
543,20230301,12,2,58682.48,14076.76,54
544,20230401,12,2,71229.71,14450.38,41
545,20230501,12,2,71154.48,16630.08,50
546,20230601,12,2,60967.2,17710.59,44
547,20230701,12,2,55039.54,13025.04,32
548,20230801,12,2,63550.98,14344.05,39
549,20230901,12,2,59058.81,14669.8,40
550,20231001,12,2,66600.1,19286.38,53
551,20231101,12,2,75969.73,20349.33,79
552,20231201,12,2,72972.9,19292.72,72
553,20240101,12,2,70132.92,14912.97,40
554,20240201,12,2,69756.78,17808.34,42
555,20240301,12,2,70883.78,18998.21,43
556,20240401,12,2,60987.81,14236.94,43
557,20240501,12,2,72497.53,15964.19,51
558,20240601,12,2,63682.72,16665.27,42
559,20240701,12,2,56593.7,13060.18,42
560,20240801,12,2,51909.29,12436.17,49
561,20240901,12,2,70835.37,15068.49,77
562,20241001,12,2,70498.19,18511.67,70
563,20241101,12,2,83785.41,18833.74,72
564,20241201,12,2,76408.43,16727.88,65
565,20250101,12,2,64042.98,17882.08,36
566,20250201,12,2,60411.22,17428.88,46
567,20250301,12,2,70002.08,19793.39,64
568,20250401,12,2,61894.58,16102.17,37
569,20250501,12,2,65681.85,14743.09,38
570,20250601,12,2,67140.05,17413.49,38
571,20250701,12,2,52262.28,12418.43,45
572,20250801,12,2,59384.17,13803.3,44
573,20250901,12,2,66480.72,14248.7,41
574,20251001,12,2,60575.12,13537.78,54
575,20251101,12,2,83719.1,21171.92,69
576,20251201,12,2,86927.07,21025.76,51
577,20220101,13,2,71101.84,17571.96,72
578,20220201,13,2,60195.97,13098.33,33
579,20220301,13,2,62671.36,15544.2,60
580,20220401,13,2,67814.11,16604.63,51
581,20220501,13,2,63125.42,17213.92,46
582,20220601,13,2,65438.49,16290.99,46
583,20220701,13,2,52333.61,13335.96,31
584,20220801,13,2,55659.56,12325.71,42
585,20220901,13,2,72167.48,19007.01,41
586,20221001,13,2,63598.46,19064.79,52
587,20221101,13,2,80495.64,22478.35,63
588,20221201,13,2,77638.54,17844.96,65
589,20230101,13,2,59422.57,17364.97,51
590,20230201,13,2,69429.12,15481.94,44
591,20230301,13,2,64788.21,14973.7,37
592,20230401,13,2,64011.79,17471.58,54
593,20230501,13,2,62235.03,13339.55,38
594,20230601,13,2,72271.17,19484.27,53
595,20230701,13,2,55943.43,12895.75,59
596,20230801,13,2,62176.8,17334.79,49
597,20230901,13,2,58892.3,16543.29,41
598,20231001,13,2,63510.38,18983.08,67
599,20231101,13,2,83598.74,18874.59,64
600,20231201,13,2,77090.35,17438.64,59
601,20240101,13,2,68786.66,17175.93,60
602,20240201,13,2,66195.21,16023.92,61
603,20240301,13,2,67147.99,19860.84,71
604,20240401,13,2,59798.71,17239.06,54
605,20240501,13,2,71266.44,16225.77,69
606,20240601,13,2,65349.99,16354.06,44
607,20240701,13,2,52704.43,10934.23,32
608,20240801,13,2,51839.25,14931.87,44
609,20240901,13,2,60228.35,15544.94,45
610,20241001,13,2,61413.58,14570.58,39
611,20241101,13,2,72233.55,21483.92,43
612,20241201,13,2,78389.59,17909.37,46
613,20250101,13,2,60730.01,17999.36,56
614,20250201,13,2,68564.05,15785.03,61
615,20250301,13,2,68395.79,18624.31,62
616,20250401,13,2,68175.6,20177.82,62
617,20250501,13,2,68721.55,15557.33,52
618,20250601,13,2,69506.91,14309.06,66
619,20250701,13,2,59692.35,15639.13,35
620,20250801,13,2,55948.82,14064.16,39
621,20250901,13,2,72753.09,21138.89,62
622,20251001,13,2,67182.88,19019.03,45
623,20251101,13,2,76170.79,21223.76,56
624,20251201,13,2,79647.68,22344.44,88
625,20220101,14,2,64537.16,14884.9,45
626,20220201,14,2,59283.49,14463.68,37
627,20220301,14,2,70236.58,17215.06,45
628,20220401,14,2,62056.44,15573.89,47
629,20220501,14,2,71837.57,20060.1,69
630,20220601,14,2,64037.48,15341.09,36
631,20220701,14,2,55603.79,12264.13,53
